model,conflict_type_idx,sample_id,non_thinking_behavior_judge_model,non_thinking_constraint_judge_model,non_thinking_behavior_label,non_thinking_constraint_label,non_thinking_behavior_label_name,non_thinking_constraint_label_name,thinking_behavior_judge_model,thinking_constraint_judge_model,thinking_behavior_label,thinking_constraint_label,thinking_behavior_label_name,thinking_constraint_label_name,constraint_switched,behavior_switched
Qwen/Qwen3.5-4B,2,79,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,2,80,,gpt-4o-2024-11-20,,-1.0,,neither,,gpt-4o-2024-11-20,,2.0,,org_constraint,True,False
Qwen/Qwen3.5-4B,2,81,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,True,False
Qwen/Qwen3.5-4B,2,82,,gpt-4o-2024-11-20,,-1.0,,neither,,gpt-4o-2024-11-20,,2.0,,org_constraint,True,False
Qwen/Qwen3.5-4B,2,83,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,False,False
Qwen/Qwen3.5-4B,2,84,,gpt-4o-2024-11-20,,-1.0,,neither,,gpt-4o-2024-11-20,,-1.0,,neither,False,False
Qwen/Qwen3.5-4B,2,85,,gpt-4o-2024-11-20,,-1.0,,neither,,gpt-4o-2024-11-20,,-1.0,,neither,False,False
Qwen/Qwen3.5-4B,2,86,,gpt-4o-2024-11-20,,-1.0,,neither,,gpt-4o-2024-11-20,,-1.0,,neither,False,False
Qwen/Qwen3.5-4B,2,87,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,True,False
Qwen/Qwen3.5-4B,2,88,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,2,89,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,True,False
Qwen/Qwen3.5-4B,2,90,,gpt-4o-2024-11-20,,-1.0,,neither,,gpt-4o-2024-11-20,,2.0,,org_constraint,True,False
Qwen/Qwen3.5-4B,2,91,,gpt-4o-2024-11-20,,-1.0,,neither,,gpt-4o-2024-11-20,,-1.0,,neither,False,False
Qwen/Qwen3.5-4B,2,92,,gpt-4o-2024-11-20,,-1.0,,neither,,gpt-4o-2024-11-20,,1.0,,new_constraint,True,False
Qwen/Qwen3.5-4B,2,93,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,True,False
Qwen/Qwen3.5-4B,2,94,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,False,False
Qwen/Qwen3.5-4B,2,95,,gpt-4o-2024-11-20,,-1.0,,neither,,gpt-4o-2024-11-20,,-1.0,,neither,False,False
Qwen/Qwen3.5-4B,2,96,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,2,97,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,False,False
Qwen/Qwen3.5-4B,2,98,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,2,99,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,2,100,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,3,1,,gpt-4o-2024-11-20,,-1.0,,neither,,gpt-4o-2024-11-20,,-1.0,,neither,False,False
Qwen/Qwen3.5-4B,3,2,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,3,3,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,4,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,5,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,3,6,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,7,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,3,8,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,3,9,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,10,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,11,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,3,12,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,13,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,14,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,15,,gpt-4o-2024-11-20,,-1.0,,neither,,gpt-4o-2024-11-20,,2.0,,org_constraint,True,False
Qwen/Qwen3.5-4B,3,16,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,3,17,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,18,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,3,19,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,20,,gpt-4o-2024-11-20,,-1.0,,neither,,gpt-4o-2024-11-20,,-1.0,,neither,False,False
Qwen/Qwen3.5-4B,3,21,,gpt-4o-2024-11-20,,-1.0,,neither,,gpt-4o-2024-11-20,,-1.0,,neither,False,False
Qwen/Qwen3.5-4B,3,22,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,3,23,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,True,False
Qwen/Qwen3.5-4B,3,24,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,25,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,3,26,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,27,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,28,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,29,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,30,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,3,31,,gpt-4o-2024-11-20,,-1.0,,neither,,gpt-4o-2024-11-20,,-1.0,,neither,False,False
Qwen/Qwen3.5-4B,3,32,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,33,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,34,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,35,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,True,False
Qwen/Qwen3.5-4B,3,36,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,37,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,38,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,3,39,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,3,40,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,41,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,3,42,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,43,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,3,44,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,3,45,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,46,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,47,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,3,48,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,3,49,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,50,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,51,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,3,52,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,53,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,54,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,55,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,3,56,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,57,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,58,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,59,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,60,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,61,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,3,62,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,63,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,True,False
Qwen/Qwen3.5-4B,3,64,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,65,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,66,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,3,67,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,True,False
Qwen/Qwen3.5-4B,3,68,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,69,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,True,False
Qwen/Qwen3.5-4B,3,70,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,True,False
Qwen/Qwen3.5-4B,3,71,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,3,72,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,73,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,3,74,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,3,75,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,76,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,3,77,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,3,78,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,79,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,80,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,81,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,3,82,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,3,83,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,3,84,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,3,85,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,86,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,87,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,88,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,89,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,3,90,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,91,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,92,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,93,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,94,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,3,95,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,96,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,97,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,98,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,3,99,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,3,100,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,4,1,,gpt-4o-2024-11-20,,-1.0,,neither,,gpt-4o-2024-11-20,,1.0,,new_constraint,True,False
Qwen/Qwen3.5-4B,4,2,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,4,3,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,True,False
Qwen/Qwen3.5-4B,4,4,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,4,5,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,True,False
Qwen/Qwen3.5-4B,4,6,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,4,7,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,4,8,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,4,9,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,4,10,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,4,11,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,4,12,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,4,13,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,4,14,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,False,False
Qwen/Qwen3.5-4B,4,15,,gpt-4o-2024-11-20,,-1.0,,neither,,gpt-4o-2024-11-20,,-1.0,,neither,False,False
Qwen/Qwen3.5-4B,4,16,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,4,17,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,4,18,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,4,19,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,4,20,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,4,21,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,False,False
Qwen/Qwen3.5-4B,4,22,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,4,23,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,True,False
Qwen/Qwen3.5-4B,4,24,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,4,25,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,True,False
Qwen/Qwen3.5-4B,4,26,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,4,27,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,4,28,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,4,29,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,False,False
Qwen/Qwen3.5-4B,4,30,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,4,31,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,4,32,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,False,False
Qwen/Qwen3.5-4B,4,33,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,False,False
Qwen/Qwen3.5-4B,4,34,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,4,35,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,False,False
Qwen/Qwen3.5-4B,4,36,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,True,False
Qwen/Qwen3.5-4B,4,37,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,4,38,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,False,False
Qwen/Qwen3.5-4B,4,39,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,True,False
Qwen/Qwen3.5-4B,4,40,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,False,False
Qwen/Qwen3.5-4B,4,41,,gpt-4o-2024-11-20,,-1.0,,neither,,gpt-4o-2024-11-20,,-1.0,,neither,False,False
Qwen/Qwen3.5-4B,4,42,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,4,43,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,4,44,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,True,False
Qwen/Qwen3.5-4B,4,45,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,4,46,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,4,47,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,4,48,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,True,False
Qwen/Qwen3.5-4B,4,49,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,4,50,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,4,51,,gpt-4o-2024-11-20,,-1.0,,neither,,gpt-4o-2024-11-20,,-1.0,,neither,False,False
Qwen/Qwen3.5-4B,4,52,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,4,53,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,True,False
Qwen/Qwen3.5-4B,4,54,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,4,55,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,4,56,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,4,57,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
